issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text,pool_rank,c3_rank,llm_reasoning
AZ4HYWYvUdMD1-xUpqhE,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDDialect.java,CUBRIDDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,227.0,5min,0.0,0.0,4.0,4.0,65.0,9.0,15.0,521.0,A,A,3,3,63,246,3.0,"TODO: CUBRID also has systime()/sysdate() returning TIME/DATE | TODO: is this really needed? | TODO: would ""from table({0})"" be better?",20,40,"This commented-out code alert (java:S125) in CUBRIDDialect.java is a maintenance concern. The file has 3 SATD comments and low complexity (cognitive 9), with 3 commits and 3 unique authors. The file was last modified 246 days ago, suggesting lower urgency."
AZ4HYWYvUdMD1-xUpqhG,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDDialect.java,CUBRIDDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,242.0,5min,0.0,0.0,4.0,4.0,65.0,9.0,15.0,521.0,A,A,3,3,63,246,3.0,"TODO: CUBRID also has systime()/sysdate() returning TIME/DATE | TODO: is this really needed? | TODO: would ""from table({0})"" be better?",21,41,"This is a second commented-out code alert (java:S125) in CUBRIDDialect.java at line 242. Same low-risk context as alert 20; both are maintenance issues in a low-complexity, low-activity file."
AZ4HYWYvUdMD1-xUpqhH,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDDialect.java,CUBRIDDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,254.0,5min,0.0,0.0,4.0,4.0,65.0,9.0,15.0,521.0,A,A,3,3,63,246,3.0,"TODO: CUBRID also has systime()/sysdate() returning TIME/DATE | TODO: is this really needed? | TODO: would ""from table({0})"" be better?",22,42,This is a third commented-out code alert (java:S125) in CUBRIDDialect.java at line 254. Same context as alerts 20 and 21; all three are minor maintenance issues in a low-complexity file last modified 246 days ago.
AZ4HYWYvUdMD1-xUpqhF,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDDialect.java,CUBRIDDialect.java,java:S1135,LOW,MAINTAINABILITY,CODE_SMELL,Complete the task associated to this TODO comment.,231.0,0min,0.0,0.0,4.0,4.0,65.0,9.0,15.0,521.0,A,A,3,3,63,246,3.0,"TODO: CUBRID also has systime()/sysdate() returning TIME/DATE | TODO: is this really needed? | TODO: would ""from table({0})"" be better?",38,43,"This TODO alert (java:S1135) in CUBRIDDialect.java flags an unresolved task. The file has 3 SATD comments and low complexity, with the file last modified 246 days ago. TODO alerts with 0min effort are informational and lower priority."
AZ4HYWgNUdMD1-xUpqpM,hibernate-agroal/src/main/java/org/hibernate/agroal/internal/AgroalConnectionProvider.java,AgroalConnectionProvider.java,java:S1135,LOW,MAINTAINABILITY,CODE_SMELL,Complete the task associated to this TODO comment.,82.0,0min,0.0,0.0,1.0,1.0,20.0,9.0,0.0,150.0,A,A,12,1,169,127,2.0,Agroal resolves transaction isolation from the 'nice' name | That logic is similar with what Hibernate does (however with better performance since it's integrated in the pool),35,44,"This TODO alert (java:S1135) in AgroalConnectionProvider.java flags an unresolved task. The file has low complexity (cognitive 9), 12 commits, and 2 SATD comments about transaction isolation logic. The 0min effort and informational nature make it lower priority despite the active file."
AZ4HYWY8UdMD1-xUpqhL,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/Cache71Dialect.java,Cache71Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,158.0,10min,0.0,0.0,1.0,1.0,0.0,0.0,10.0,160.0,A,A,0,0,0,0,,,41,45,"This deprecated code alert (java:S1133) in Cache71Dialect.java is a maintenance reminder. The file has zero complexity (0 cyclomatic, 0 cognitive), zero recent activity (0 commits, 0 churn), and no SATD, suggesting it is essentially a stub or legacy wrapper with minimal risk."
AZ4HYWZxUdMD1-xUpqiA,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2390Dialect.java,DB2390Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,28.0,10min,0.0,0.0,1.0,1.0,10.0,2.0,10.0,71.0,A,A,0,0,0,0,,,42,46,"This deprecated code alert (java:S1133) in DB2390Dialect.java is a maintenance reminder. The file has very low complexity (cyclomatic 10, cognitive 2), zero recent activity, and no SATD, indicating a small legacy file with minimal risk."
AZ4HYWZZUdMD1-xUpqha,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2390V8Dialect.java,DB2390V8Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,18.0,10min,0.0,0.0,1.0,1.0,1.0,0.0,10.0,24.0,A,A,0,0,0,0,,,43,47,"This deprecated code alert (java:S1133) in DB2390V8Dialect.java is a maintenance reminder. The file has minimal complexity (cyclomatic 1, cognitive 0), zero recent activity, and no SATD, making it the smallest and least active file among the deprecated-code alerts."
AZ4HYWZNUdMD1-xUpqhV,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB297Dialect.java,DB297Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,18.0,10min,0.0,0.0,1.0,1.0,1.0,0.0,10.0,25.0,A,A,0,0,0,0,,,44,48,"This deprecated code alert (java:S1133) in DB297Dialect.java is a maintenance reminder. The file has minimal complexity (cyclomatic 1, cognitive 0), zero recent activity, and no SATD, similar to DB2390V8Dialect.java. These small legacy dialect wrappers are the lowest priority for investigation."
AZ4HYWa4UdMD1-xUpqjH,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDSqlAstTranslator.java,CUBRIDSqlAstTranslator.java,java:S1135,LOW,MAINTAINABILITY,CODE_SMELL,Complete the task associated to this TODO comment.,86.0,0min,0.0,0.0,2.0,2.0,12.0,3.0,0.0,96.0,A,A,0,0,0,0,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,39,49,"This TODO alert (java:S1135) in CUBRIDSqlAstTranslator.java has 0min effort and flags an unresolved task. The file has zero recent activity (0 commits, 0 churn, 0 days since modified), very low complexity (cognitive 3), and the SATD text is about a union-all inefficiency unrelated to the TODO. Lowest priority due to zero activity and minimal complexity."
AZ4HYWa4UdMD1-xUpqjI,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CUBRIDSqlAstTranslator.java,CUBRIDSqlAstTranslator.java,java:S1135,LOW,MAINTAINABILITY,CODE_SMELL,Complete the task associated to this TODO comment.,87.0,0min,0.0,0.0,2.0,2.0,12.0,3.0,0.0,96.0,A,A,0,0,0,0,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,40,50,"This is a second TODO alert (java:S1135) in CUBRIDSqlAstTranslator.java at line 87, immediately adjacent to alert 39. Same zero-activity, minimal-complexity context; both are informational with 0min effort and no practical defect risk, making this the lowest-ranked alert overall."
