issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text
AZ4INX_tUdMD1-xUqsOu,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,1274,8min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsOv,lib/sqlalchemy/orm/session.py,session.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,1300,5min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsOw,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,1341,17min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsOz,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,2134,25min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO0,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 58 to the 15 allowed.,2688,48min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO1,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,3331,16min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO3,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,3756,18min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO5,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,3970,26min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO6,lib/sqlalchemy/orm/session.py,session.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,4371,15min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO7,lib/sqlalchemy/orm/session.py,session.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,4486,5min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO8,lib/sqlalchemy/orm/session.py,session.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,4761,5min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX_tUdMD1-xUqsO-,lib/sqlalchemy/orm/session.py,session.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,4945,30min,0.0,1.0,19.0,20.0,498.0,583.0,242.0,5302.0,A,E,13,9,147,2,7.0,"we probably can do this conditionally based on | TODO: shouldn't we only be here if not | TODO: these two None sets were historically after the | Why do we need to get rid of them at all?  test_memusage::CycleTest | the idea is that at some point NO_ARG will warn that in the future | TODO: this was being tested before, but this is not possible | have this here since it otherwise causes issues with the proxy"
AZ4INX-qUdMD1-xUqsLh,lib/sqlalchemy/orm/state.py,state.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,467,13min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INX-qUdMD1-xUqsLg,lib/sqlalchemy/orm/state.py,state.py,python:S2710,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""self"" to a valid class parameter name or add the missing class parameter.",468,5min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INX-qUdMD1-xUqsLj,lib/sqlalchemy/orm/state.py,state.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,570,5min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INX-qUdMD1-xUqsLn,lib/sqlalchemy/orm/state.py,state.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,751,10min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INX-qUdMD1-xUqsLo,lib/sqlalchemy/orm/state.py,state.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 56 to the 15 allowed.,865,46min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INX-qUdMD1-xUqsLq,lib/sqlalchemy/orm/state.py,state.py,python:S2710,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""self"" to a valid class parameter name or add the missing class parameter.",988,5min,0.0,0.0,12.0,12.0,170.0,179.0,114.0,1144.0,A,A,3,2,29,116,2.0,"is mapped with ""noload"" or perhaps ""immediateload"". | loader is reset in the same way as a column loader."
AZ4INYATUdMD1-xUqsP_,lib/sqlalchemy/orm/state_changes.py,state_changes.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,67,14min,0.0,0.0,3.0,3.0,15.0,28.0,24.0,199.0,A,A,5,4,12,116,,
AZ4INX-xUdMD1-xUqsLt,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,66,9min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsLu,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",177,5min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsLx,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,867,23min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsLy,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,995,34min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsLz,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,1281,9min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsLr,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""'%s' does not support object "" 3 times.",2002,6min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsL7,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,2125,13min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsL_,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,2416,25min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsMA,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,2575,15min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsME,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,3063,23min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsMF,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,3274,11min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX-xUdMD1-xUqsMG,lib/sqlalchemy/orm/strategies.py,strategies.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,3329,11min,1.0,0.0,27.0,28.0,453.0,577.0,249.0,3403.0,B,A,11,6,92,18,10.0,"typically, ""mapper"" is the same as prop.parent, due to the way | TODO: check all columns ?  check for foreign key as well? | TODO: the ""not self.uselist"" can be taken out entirely; a m2o | compiled query but swapping the params, seems only marginally | self.parent is a subclass mapper.  Fixes #13209. | appear more than once in the path, issue #11449 | conflicting value already loaded, this shouldn't happen | ""in"" expression are in terms of the related entity.  So | as of #8399 we let the loader option itself figure out what it | this sort is really for the benefit of the unit tests"
AZ4INX_EUdMD1-xUqsMt,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,1255,17min,0.0,0.0,10.0,10.0,244.0,266.0,76.0,2570.0,A,A,6,4,76,18,4.0,TODO: no cases in test suite where we actually get | TODO: need to figure out this None thing being returned by | TODO: attrs against different classes.  we likely have to | add some extra state to Load of some kind
AZ4INX_EUdMD1-xUqsMx,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,1927,8min,0.0,0.0,10.0,10.0,244.0,266.0,76.0,2570.0,A,A,6,4,76,18,4.0,TODO: no cases in test suite where we actually get | TODO: need to figure out this None thing being returned by | TODO: attrs against different classes.  we likely have to | add some extra state to Load of some kind
AZ4INX_EUdMD1-xUqsMz,lib/sqlalchemy/orm/strategy_options.py,strategy_options.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,2298,31min,0.0,0.0,10.0,10.0,244.0,266.0,76.0,2570.0,A,A,6,4,76,18,4.0,TODO: no cases in test suite where we actually get | TODO: need to figure out this None thing being returned by | TODO: attrs against different classes.  we likely have to | add some extra state to Load of some kind
AZ4INYAbUdMD1-xUqsQi,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 55 to the 15 allowed.,43,45min,0.0,0.0,8.0,8.0,162.0,178.0,93.0,797.0,A,A,2,2,7,2,2.0,"the related item may or may not itself be in a | TODO: store the history as (state, object) tuples"
AZ4INYAbUdMD1-xUqsQk,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,389,15min,0.0,0.0,8.0,8.0,162.0,178.0,93.0,797.0,A,A,2,2,7,2,2.0,"the related item may or may not itself be in a | TODO: store the history as (state, object) tuples"
AZ4INYAbUdMD1-xUqsQm,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,518,10min,0.0,0.0,8.0,8.0,162.0,178.0,93.0,797.0,A,A,2,2,7,2,2.0,"the related item may or may not itself be in a | TODO: store the history as (state, object) tuples"
AZ4INYAbUdMD1-xUqsQh,lib/sqlalchemy/orm/unitofwork.py,unitofwork.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""%s(%s)"" 4 times.",666,8min,0.0,0.0,8.0,8.0,162.0,178.0,93.0,797.0,A,A,2,2,7,2,2.0,"the related item may or may not itself be in a | TODO: store the history as (state, object) tuples"
AZ4INX_2UdMD1-xUqsPF,lib/sqlalchemy/orm/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 38 to the 15 allowed.,272,28min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX_2UdMD1-xUqsPI,lib/sqlalchemy/orm/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,338,6min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX_2UdMD1-xUqsPD,lib/sqlalchemy/orm/util.py,util.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""_InternalEntityType[Any]"" 3 times.",1394,6min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX_2UdMD1-xUqsPL,lib/sqlalchemy/orm/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,1808,20min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX_2UdMD1-xUqsPM,lib/sqlalchemy/orm/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,2227,6min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX_2UdMD1-xUqsPQ,lib/sqlalchemy/orm/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,2315,19min,0.0,0.0,11.0,11.0,251.0,294.0,115.0,2424.0,A,A,12,2,187,101,4.0,"to eliminate reference cycles, the AliasedClass is held weakly. | subject can be None but it's much better if it's not. | (probably should), so do some gymnastics to get the entity. | or implicit ON clause, augment it the same way we'd augment the"
AZ4INX-1UdMD1-xUqsMJ,lib/sqlalchemy/orm/writeonly.py,writeonly.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",482,5min,0.0,0.0,3.0,3.0,89.0,58.0,15.0,679.0,A,A,5,2,24,116,2.0,this is a hack to allow the entities.ComparableEntity fixture | this is a hack right now.  The Query only knows how to
AZ4INYCGUdMD1-xUqsSn,lib/sqlalchemy/pool/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,899,5min,0.0,0.0,4.0,4.0,174.0,177.0,69.0,1516.0,A,A,6,4,20,90,2.0,"""invalidation time"" to ""starttime"" should perhaps use >= so that the | TODO: should this be _return_conn?"
AZ4INYCGUdMD1-xUqsSo,lib/sqlalchemy/pool/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,917,34min,0.0,0.0,4.0,4.0,174.0,177.0,69.0,1516.0,A,A,6,4,20,90,2.0,"""invalidation time"" to ""starttime"" should perhaps use >= so that the | TODO: should this be _return_conn?"
AZ4INYCGUdMD1-xUqsSp,lib/sqlalchemy/pool/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 40 to the 15 allowed.,1256,30min,0.0,0.0,4.0,4.0,174.0,177.0,69.0,1516.0,A,A,6,4,20,90,2.0,"""invalidation time"" to ""starttime"" should perhaps use >= so that the | TODO: should this be _return_conn?"
AZ4INYB-UdMD1-xUqsSi,lib/sqlalchemy/pool/events.py,events.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,49,30min,0.0,1.0,1.0,2.0,16.0,10.0,2.0,371.0,A,E,2,1,29,103,,
AZ4INYCDUdMD1-xUqsSk,lib/sqlalchemy/pool/impl.py,impl.py,python:S3516,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to not always return the same value.,196,2min,0.0,0.0,4.0,4.0,68.0,47.0,22.0,582.0,A,A,6,2,24,2,,
AZ4INYCDUdMD1-xUqsSj,lib/sqlalchemy/pool/impl.py,impl.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""Pool recreating"" 5 times.",205,10min,0.0,0.0,4.0,4.0,68.0,47.0,22.0,582.0,A,A,6,2,24,2,,
AZ4INYCDUdMD1-xUqsSl,lib/sqlalchemy/pool/impl.py,impl.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",324,5min,0.0,0.0,4.0,4.0,68.0,47.0,22.0,582.0,A,A,6,2,24,2,,
